22222222222222222222222222222222222222222222222222222222222222
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22          111111     111111    11     11   11111111       22
22         11         11    11   1111 1111   11             22
22         11  1111   11111111   11 111 11   11111111       22
22         11    11   11    11   11  1  11   11             22
22          111111    11    11   11     11   11111111       22
22                                                          22
22                                                          22
22       111111   11        11111111   111111   1111111     22
22      11    11  11        11        11    11  11    11    22
22      11        11        11111111  11111111  1111111     22
22      11    11  11        11        11    11  11  11      22
22       111111   11111111  11111111  11    11  11   111    22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22                                                          22
22222222222222222222222222222222222222222222222222222222222222
